id,slug,name,abv_max,abv_min,aroma,bitterness,body,description,history,ibu_max,ibu_min,origin,serving_temp_max,serving_temp_min,sourness,srm_max,srm_min,sweetness
56,milk-stout,ミルクスタウト,6,4,3,2,4,乳糖（ラクトース）を加えて醸造するスタウトビール。通常のスタウトに比べて甘味があり、クリーミーな口当たりが特徴。コーヒーやチョコレートのような風味に優しい甘みが加わった飲みやすいダークビールです。,"イギリスで20世紀初頭に生まれたスタウトの一種です。「スイートスタウト」や「クリームスタウト」とも呼ばれます。
通常のスタウトに、発酵しない糖分であるラクトース（乳糖）を添加して造られるのが最大の特徴です。酵母はラクトースを分解できないため、ビール中に糖分が残り、独特の甘みと、より豊かで滑らかなボディ（口当たり）をもたらします。
開発当初は、栄養価が高い、あるいは健康に良いといった触れ込みで（医学的根拠は薄いですが）市場に出され、特にマッケソン社のスタウト（1907年～）がその元祖として知られています。
一時期人気は下火になりましたが、クラフトビール時代に入って再評価され、ローストされた麦芽の風味と優しい甘さ、クリーミーな質感が調和した飲みやすいダークビールとして、再び人気を集めています。",40,20,20世紀初頭（1907年頃）、イギリス,12,8,1,40,30,4
57,oatmeal-stout,オートミールスタウト,5.9,4.2,3,3,4,オートミール（燕麦）を使用して醸造されるスタウトビール。通常のスタウトよりもなめらかでシルキーな口当たりが特徴で、チョコレートやコーヒーの風味に加え、クリーミーさとほのかな甘みを持つバランスの良いダークビールです。,"スタウトのバリエーションの一つで、原料の一部にオーツ麦（Oatmeal）を使用して造られます。イギリス（スコットランドも含む）で19世紀末から20世紀初頭にかけて発展しました。
オーツ麦はタンパク質や脂質、食物繊維（βグルカンなど）を豊富に含んでおり、これらを少量（通常、穀物全体の5～10%程度）加えることで、ビールに独特の滑らかさ、絹のような舌触り（シルキーなマウスフィール）、そして豊かなボディ（飲みごたえ）を与えます。また、ほのかな甘みやナッツのような風味をもたらすこともあります。
ミルクスタウトと同様、当初はオーツ麦の栄養価が宣伝文句として使われることもありました。一時は衰退しましたが、イギリスのサミュエル・スミス醸造所などが伝統を守り、クラフトビール時代にその独特の口当たりと複雑な風味が再評価され、世界中で人気が復活しました。",40,25,19世紀末～20世紀初頭、イギリス/スコットランド,12,8,1,40,22,3
58,old-ale,オールドエール,9,6,4,3,4,イギリスの伝統的な強いエール。長期間熟成させることで、複雑な風味と滑らかな口当たりが生まれる。バーレイワインに似るが、より色が濃く、甘みが強い傾向。,"英伝統の高アルコール（6-9%+）熟成上面発酵エール。「オールド」は熟成の意味。「ストックエール」とも呼ばれ、若いマイルドエールとブレンドされることも。
バーレイワインと重なるが、一般的にオールドエールは色が濃く（琥珀色～濃茶色）、麦芽由来の甘み（カラメル、糖蜜、ダークフルーツ等）がより前面に出る傾向。ホップ苦味は様々だが熟成で和らぐ。
最大の特徴は熟成による複雑な風味。酸化熟成香（シェリー様）、革、タバコ、時にはブレタノマイセス由来のファンキーなニュアンスも。口当たり滑らかでアルコールの温かみあり。",60,30,18世紀～、イギリス,16,12,2,22,10,4
59,oud-bruin,アウトブライン,8,4,4,1,3,ベルギー・東フランダース地方発祥のブラウンエール。「古い茶色」を意味し、長期間熟成させる。穏やかな酸味と麦芽由来の甘み、ダークフルーツのような複雑な風味が特徴。,"ベルギー東フランダース州発祥のサワー・ブラウンエール。「古い茶色」の意味。
フランダース・レッドエールと同様、複数微生物による発酵と長期熟成（数ヶ月～数年、必ずしも木樽ではない）で複雑な風味が形成されます。
レッドエールより酢酸系の酸味は穏やかで、乳酸由来の柔らかな酸味が主体なことが多い。麦芽由来のカラメル、トフィー、チョコ等の甘みやコク、ダークフルーツ（レーズン、プラム等）のエステル香が酸味とバランスを取ります。
古いビールと若いビールをブレンドして製品化されるのが一般的です。",25,20,17世紀～、ベルギー・東フランダース地方,13,10,4,22,17,3
60,oyster-stout,オイスタースタウト,7,4,4,3,4,醸造過程で牡蠣（身、殻、またはエキス）を使用したスタウト。ほのかな潮の香りとミネラル感、まろやかさが加わることがある。,"牡蠣を何らかの形で使うスタウト。起源は18-19世紀英国でスタウト/ポーターと牡蠣料理が定番の組み合わせだったこと。
20世紀初頭、NZや英国で、牡蠣の身や殻の栄養価に注目し、醸造過程（主に煮沸時）に投入する試みが開始。殻の炭酸カルシウムがpH調整しまろやかさを、身の成分が風味やボディに影響すると考えられた。
現代では実際に牡蠣やエキスを使うもの、単に歴史的繋がりや「牡蠣に合う」意味で名付ける場合も。風味は通常のスタウトに加え、ほのかな潮の香り、ミネラル感、うま味、滑らかな口当たりが感じられることがある。",50,25,20世紀初頭、イギリス/ニュージーランド（料理との組み合わせは18世紀～）,12,8,1,40,30,3
61,pale-ale,ペールエール,6.2,4.5,3,3,3,IPAより穏やかなホップの風味を持つ黄金色のエール。バランスの良い味わいで、初心者にも飲みやすい親しみやすいビールスタイルです。,"18世紀初頭のイギリスで、燃料にコークスを用いた新しい麦芽乾燥技術が普及し始めました。
これにより、従来の薪や藁を使った麦芽に特有のスモーキーな風味がなく、色が淡い（Pale）麦芽が安定して作れるようになり、ポーターなどの濃色ビールとは異なる、より明るい色のエールが誕生しました。
特に、イングランド中部のバートン・アポン・トレントは、硫酸カルシウムなどを豊富に含む硬水（バートン水）で知られ、この水でペールエールを醸造すると、麦芽の糖化効率が良く、ホップの苦味や香りが鮮明に感じられるため、高品質なペールエールの名産地となりました（例：バス・ペールエール）。
このスタイルは後のビターやIPAの原型となり、また、20世紀後半のアメリカでは、カスケードなどの国産ホップを使い、柑橘系の香りを特徴とするアメリカン・ペールエール（APA）として独自の発展を遂げ、クラフトビールの入門としても親しまれています。",50,30,18世紀初頭、イギリス（特にバートン・アポン・トレント）,10,7,1,10,5,2
62,pastry-stout,ペストリースタウト,14,8,5,2,5,デザート（ペストリー）のような風味を意図的に加えた、非常に甘く濃厚なスタウト。バニラ、チョコ、ココナッツ、メープル等が使われる。高アルコールで飲みごたえ満点。,"2010年代後半頃から米中心に顕著になったインペリアルスタウトの派生。
名の通り「ペストリー（焼き菓子）」やデザートを連想させる極甘・濃厚・リッチな風味が特徴。
ベースのインペリアルスタウトに、バニラ、カカオ、ココナッツ、メープル、コーヒー、ナッツ、フルーツ、スパイス、時には実際の菓子等、多様な副原料を大量投入し意図的にデザート風味を作り出す。
ラクトース（乳糖）で甘み・ボディ強調も一般的。アルコール度数も非常に高い（10%超が多い）ことが多く、「飲むデザート」と呼ぶにふさわしい強烈な個性と飲みごたえ。",50,20,2010年代後半、アメリカなど,16,12,1,40,30,5
63,pilsner,ピルスナー,5.8,4.2,3,3,2,チェコ発祥の黄金色のラガービール。クリアでシャープな味わいとホップの爽やかな香りが特徴。世界中で最も多く飲まれているビアスタイルの一つです。,"当時のピルゼン市民は、品質の安定しない上面発酵ビールに不満を持っていました。
そこで市は共同で市民醸造所を設立し、バイエルン出身の醸造家ヨーゼフ・グロールを招聘しました。
彼は、当時最新だったイギリス由来の淡い色の麦芽（ペールモルト）、地元ザーツ産の高品質なホップ、ピルゼンの軟水、そしてバイエルン式の下面発酵酵母（ラガー酵母）という最高の素材と技術を組み合わせました。
1842年、その結果生まれたのが、黄金色に輝き、透明で、ホップの爽やかな香りと心地よい苦味を持つ、当時としては画期的なラガービールでした。
この「ピルスナー・ウルケル（元祖ピルスナー）」は瞬く間に評判となり、模倣されながら世界中に広まり、今日の多くのラガービールのスタイルに多大な影響を与えました。",45,22,1842年、ボヘミア地方（現チェコ共和国）ピルゼン市,7,4,1,6,2,1
64,porter,ポーター,6.5,4,3,2,3,スタウトの起源となった暗色のビール。チョコレートやカラメル、時にコーヒーのような焙煎された風味があり、スタウトよりも軽い口当たりのことが多いです。,"18世紀初頭（1720年代頃）のロンドンで誕生し、急速に普及した濃色のエールビールです。
当時のロンドンは産業革命前夜の活気にあふれ、港湾や市場で働く荷運び人（ポーター）などの労働者たちに、安価で栄養があり、しっかりとした味わいのこのビールが大変好まれたことから、その名が付いたと言われています。
起源については諸説ありますが、当時のパブで一般的だった熟成（Stale）ビールと新しい（Mild）ビールなどを混ぜる飲み方を、醸造所があらかじめブレンドして一つの樽（Butt）に詰めた「Entire Butt Beer（エンタイア・バット・ビア）」として売り出したのが始まりとされています。
主原料のブラウンモルトがもたらす香ばしさと適度な苦味、甘味を持ち、ロンドンの大規模醸造所（ブルワリー）によって工業的に大量生産され、一時はイギリスで最も消費されるビールとなりました。後のスタウトの直接的な母体となった重要なスタイルです。",50,18,18世紀初頭（1720年代頃）、イギリス・ロンドン,12,8,1,40,20,3
65,quadrupel,クアドルペル,12,8,5,2,5,ベルギー修道院ビールの最も強いタイプで、複雑で濃厚な風味を持つダークエール。濃い琥珀色からダークブラウンの色合いで、リッチなモルトの甘さ、ドライフルーツのような風味、スパイシーさが複雑に絡み合う特別なビールです。,"トラピスト/アビィビールで最も高アルコール（10%以上）なカテゴリー。「クアドルペル」は「4倍」を意味し、シングル・デュッベル・トリペルに続く最上位を示唆します。
歴史的に「アプト（修道院長）」等の強いダークエールはありましたが、「クアドルペル」の名称を広めたのは、オランダのラ・トラップ醸造所が1991年に発売した製品とされます。
特徴は、非常に高い度数、濃い色（茶色～黒）、極めて豊かで複雑な風味。ダークフルーツ（イチジク、デーツ）、糖蜜、パン、カラメル等の濃厚な麦芽風味に、酵母由来のスパイシーさや熟成香、アルコールの温かみが重なります。苦味は低く、ゆっくり味わう「シッピングビア」です。",35,20,名称普及は1991年、オランダ（ラ・トラップ醸造所）/ ベルギー,16,12,1,22,12,4
66,rauchbier,ラオホビア,6,4.8,5,2,4,ドイツ・バンベルク地方の伝統的なスモークビール。麦芽をブナの薪で燻製して醸造されるため、燻製肉や暖炉のような独特の煙の香りと風味を持つ。濃いアンバーから暗褐色の色合いで、まるでベーコンやハムを思わせる風味が特徴のユニークなビールです。,"ドイツ語で「煙のビール」。燻製麦芽で造られ、ドイツ・フランケン地方、特にバンベルクが発祥地として有名です。
近代的な麦芽乾燥技術以前は、多くの麦芽が直火乾燥でスモーキー風味を持っていたと考えられますが、バンベルクではブナの木等による直火乾燥の伝統製法が意図的に守られました（シュレンケルラ、シュペツィアル醸造所等）。
ベースはメルツェン・ラガーが古典的ですが、最大の特徴は燻製麦芽由来の強烈な燻香。燻製肉やベーコンに例えられます。
他のスタイルでも燻製版はありますが、通常ラオホビアと言えばバンベルクのメルツェンベースを指します。",30,20,中世からの伝統製法、確立は15世紀/16世紀頃～、ドイツ・バンベルク,10,7,1,22,12,3
67,red-ipa,レッドIPA,7.5,5.5,4,4,4,アメリカンIPAに、より豊かなモルト風味と赤みがかった色合いを加えたスタイル。ホップの香りと苦味は健在だが、カラメルやトーストのようなモルト感が加わる。,"アメリカンIPAの派生として米クラフトシーンで発展。
基本はIPAの強いホップ香（柑橘、松等）と苦味を維持しつつ、色の濃いカラメルモルト等を使用し、赤みがかった色合いと豊かな麦芽風味（カラメル、トースト、ダークフルーツ等）を加えること。
これによりホップとモルトのバランスがIPAよりややモルト寄りに感じられ、飲みごたえが増します。アンバーエールとIPAの中間的だがホップは力強いのが一般的。
「ホッピー・レッドエール」とも呼ばれ、IPAのバリエーションとして人気です。",70,40,2000年代～、アメリカ,12,8,1,18,11,3
68,rye-ipa,ライIPA,8,5.5,4,4,4,原料の一部にライ麦を使用したIPA。通常のIPAのホップ風味に加え、ライ麦由来のスパイシーさやドライな後味、わずかな粘性が加わるのが特徴。,"アメリカのクラフトビール・ムーブメントで生まれたIPAのバリエーション。
通常のIPAレシピに、穀物の一部としてライ麦（Rye）を加えるのが最大の特徴です。
ライ麦は、ビールに独特のスパイシーさ（胡椒様）、わずかに土っぽい風味、ドライな後味、そして滑らかで豊かな口当たり（粘性）をもたらします。
ホップのキャラクター（柑橘、松等）はIPA同様に前面に出つつ、ライ麦の個性が加わることで、より複雑で奥行きのある風味となります。ホップとライ麦のスパイシーさの相乗効果も特徴。IPAの多様性を示すスタイルです。",75,50,20世紀後半～21世紀初頭、アメリカ,10,7,1,15,6,2
69,saison,セゾン,7,5,4,2,2,ベルギーとフランスの農場地帯発祥のファームハウスエール。スパイシーでフルーティーな香りと乾いた爽やかな味わいが特徴。軽快でありながら複雑な風味を持つ個性的なスタイルです。,"ベルギー南部のワロン地方（フランス語圏）が発祥とされる上面発酵エール。「セゾン」はフランス語で「季節」を意味します。
元々は、農家が冬の間に醸造し、夏の農繁期に季節労働者（セゾニエ）をもてなすために貯蔵しておいたビールでした。そのため、保存性が高く、暑い時期に喉の渇きを癒す、ドライで爽快な飲み口が特徴です。
各農家が独自のレシピで、手元にある様々な穀物（大麦、小麦、スペルト小麦、オーツ麦など）を使って醸造していたため、非常に多様な側面を持ちます。伝統的には、複雑な風味を生み出す酵母（時には野生酵母も）が使われ、スパイシー（胡椒やクローブ様）かつフルーティー（柑橘やエステル香）な香りを持ち、炭酸ガス圧が高いのが一般的です。
一時衰退しましたが、デュポン醸造所などの努力で守られ、現代のクラフトビールシーンで再評価され、多様な解釈で造られています。",35,20,18世紀/19世紀頃かそれ以前、ベルギー・ワロン地方,12,7,2,14,5,1
70,schwarzbier,シュバルツビア,5.4,4.4,3,2,3,ドイツの黒ビールで、濃い色合いながらも軽快でスッキリとした味わいが特徴。わずかなロースト感と軽いモルトの甘みを持ち、スタウトやポーターよりも軽い口当たりのラガービールです。,"ドイツ発祥の、色が非常に濃い（Schwarz = 黒）下面発酵のラガービールです。
その歴史は古く、少なくとも16世紀にはドイツ中部（テューリンゲン州やフランケン地方など）で造られていた記録が残っています。ケストリッツァー醸造所などがその代表格です。
見た目はポーターやスタウトのように真っ黒に近いですが、味わいは全く異なります。色の濃さは、少量使われる殻皮を取り除いた色の濃い麦芽（デハスクド・ローストモルトなど）に由来し、これにより強い焦げ臭さや苦味、重さを伴わずに、深い色合いと穏やかなロースト香（コーヒーやビターチョコレートのニュアンス）だけをもたらします。
下面発酵ラガー特有のすっきりとしたクリーンな飲み口と、驚くほど軽快なボディ、控えめなホップの苦味が特徴で、「黒いのにゴクゴク飲める」と表現されることもあります。見た目と味わいのギャップが魅力のスタイルです。",30,20,中世後期～16世紀頃、ドイツ（テューリンゲン/フランケン地方など）,10,7,1,30,17,2
71,session-ipa,セッションIPA,5,3,4,3,2,通常のIPAよりもアルコール度数を抑えつつ、IPAらしいホップの香りと風味を維持したビール。長時間の飲み会（セッション）でも楽しめるように設計されており、爽快なホップの風味と飲みやすさを両立させています。,"IPAの特徴である華やかなホップの香りと風味を保ちながら、アルコール度数を低く（多くは5%未満）抑え、「セッション（Session）＝「ある期間」」中に何杯か飲んでも酔いすぎないように設計されたIPAのサブスタイルです。
2000年代後半から2010年代にかけて、高アルコール化が進んでいたIPAに対するカウンターとして、アメリカやイギリスのクラフトブルワーによって開発・普及しました。
アルコール度数が低いビールでIPAらしいホップ感を出すのは技術的に難しく、ボディが薄くなったり、苦味だけが際立ったりしがちです。そのため、ブルワーは麦芽の配合を工夫したり、香り高いホップ品種を選んだり、ドライホッピングなどの技術を駆使したりして、低アルコールながらも満足感のあるホップ体験を目指します。
飲みやすさから、IPAの入門としても、また気軽に楽しみたい時にも適したスタイルとして人気があります。",55,40,2000年代後半～2010年代、アメリカ/イギリス,10,6,1,12,3,2
72,sour-ale,サワーエール,8,3,3,1,2,意図的に酸味を持たせたエールビール。乳酸菌や野生酵母を使用し、さわやかな酸味と時に複雑な風味を特徴とします。ベルリナーヴァイセ、グーズ、フランダースレッドエールなど多様なスタイルを含みます。,"意図的に酸味（Sour）を持たせたビールの総称であり、特定の単一スタイルではありません。その起源は古く、近代的な醸造衛生管理や純粋酵母培養技術が確立される以前は、多くのビールが環境中の野生酵母（ブレタノマイセスなど）やバクテリア（乳酸菌、ペディオコッカスなど）の影響で自然に酸味を帯びていたと考えられます。
一部の地域では、この酸味を生み出す微生物を積極的に利用・管理し、独特の風味を持つビールを造る伝統が育まれました。代表的なものに、ベルギーのランビック、グーズ、フランダース・レッドエール、アウトブラインや、ドイツのベルリナーヴァイセ、ゴーゼなどがあります。
これらのビールは、複数の微生物による複雑な発酵（混合発酵）、木樽などでの長期熟成を経ることが多く、単なる酸味だけでなく、「ファンキー」とも形容される独特の香りや複雑な風味を持つことがあります。
現代のクラフトビールシーンでは、これらの伝統的なサワースタイルが再評価されると共に、新しい手法による様々なサワーエールが世界中で造られています。",25,0,古代 / ヨーロッパ（特にベルギー、ドイツ）など,10,7,5,25,2,2
73,stout,スタウト,8,4,4,3,4,焙煎麦芽を使用した黒色のビール。チョコレートやコーヒーのような風味があり、種類によって甘さやアルコール度数が異なります。アイリッシュドライスタウト、インペリアルスタウトなど多様なバリエーションがあります。,"元々「スタウト」とは「強い」「頑丈な」という意味の形容詞でした。18世紀のロンドンで大流行したポーターの中でも、特にアルコール度数が高く濃厚なものを「スタウト・ポーター」と呼んでいたのが始まりです。
やがてこれが独立したスタイルとして確立し、特にアイルランド・ダブリンのアーサー・ギネスが1759年に創業した醸造所が、ポーター、そしてスタウトの生産で世界的な名声を得ました。
初期は色の濃いブラウンモルト等が主原料でしたが、1817年にブラックパテントモルト（高度に焙煎した麦芽）が発明されると、ベースとなる安価なペールモルトに少量のブラックモルトを加えるだけで、効率的に非常に濃い色と独特のロースト香（コーヒーやチョコレートのような風味）を出せるようになり、現代に繋がるスタウトの製造法が確立しました。
ドライスタウト、ミルクスタウト、インペリアルスタウトなど、多くのバリエーションが存在します。",75,25,18世紀初頭、イギリス・アイルランド,12,8,1,40,25,3
74,tripel,トリペル,9.5,7.5,4,2,3,ベルギー修道院発祥の強いブロンドエール。高いアルコール度数ながら飲みやすく、フルーティーでスパイシーな香り、軽快な飲み口と心地良い甘みが特徴です。,"ベルギーのトラピスト修道院発祥とされる、アルコール度数が高い（多くは8～10%程度）黄金色の上面発酵エール。「トリペル」は「3倍」を意味し、修道院で最初に造られていた比較的軽めのビール（シングル）や、デュッベル（2倍）に比べて、麦芽の使用量が多い（またはアルコール度数が高い）ことから名付けられたと言われています。
このスタイルの原型を確立したのは、ウェストマール修道院醸造所とされています。彼らが1934年に醸造を開始し、1956年に改良した「ウェストマール・トリペル」が現代のトリペルの基準となりました。
特徴は、淡い麦芽（ペールモルト）とキャンディシュガーの使用による明るい色合いとドライな後味、ベルギー酵母由来の複雑なフルーツ香（柑橘、洋梨など）とスパイシーな香り（クローブ、胡椒など）、そしてしっかりとした苦味と高い炭酸ガス圧です。アルコール度数の高さを感じさせない飲みやすさも魅力です。",40,20,原型は1930年代、確立は1956年、ベルギー（ウェストマール修道院）,12,8,1,7,4.5,3
75,tropical-stout,トロピカルスタウト,8,5.5,4,3,4,熱帯地域向けに調整されたスタウト。フォーリンエクストラスタウトに似るが、より甘みが強く、ロースト感は穏やか。フルーティーなエステル香が特徴的。,"フォーリン・エクストラスタウト(FES)から派生し、特にカリブ海等の熱帯地域で独自発展・定着したスタウト。
FES同様、輸出や高温環境、現地嗜好に合わせアルコール度数は比較的高め（5.5-8%）だが、FESよりホップ苦味やロースト風味は穏やかで、代わりに麦芽由来の甘みがより強調されるのが特徴。
また、高温発酵（時にラガー酵母も）によりダークフルーツやラム酒様のフルーティーなエステル香がはっきり感じられることも多い。
副原料（コーン、糖類等）使用も一般的。全体的にFESより甘口・滑らか・フルーティーな印象。",50,30,20世紀、熱帯地域（FESが起源）,12,8,1,40,30,4
76,vienna-lager,ウィンナーラガー,5.5,4.7,3,2,3,オーストリアのウィーン発祥の琥珀色のラガービール。淡い赤銅色とモルトの豊かな風味が特徴で、軽快でクリーンな後味を持つバランスの良いスタイル。メキシコのビールにも影響を与えました。,"1841年にオーストリアのウィーンで、アントン・ドレハーによって開発された、美しい赤みがかった琥珀色（アンバー）のラガービールです。
チェコのピルスナーとほぼ同時期に誕生した、初期の淡色系ラガーの一つです。ドレハーは、イギリスで発展したペールモルトの製法を応用し、少しだけ色が付くように調整して乾燥させた「ウィーンモルト」を開発・使用しました。
これにより、トーストやパンのような香ばしい麦芽の風味と、ほのかな甘みが引き出されました。下面発酵ラガー特有のクリーンな飲み口と、ノーブルホップ由来の穏やかな苦味が、この豊かな麦芽風味と絶妙なバランスを取っています。
ヨーロッパではピルスナーの人気に押されて一時期衰退しましたが、19世紀後半にメキシコへ移住した醸造家たちによって持ち込まれ、現地の気候や嗜好に合わせて変化しながらも、そのスタイルは受け継がれました（例：ドスエキス・アンバーなど）。近年、クラフトビールシーンで本来のスタイルが再評価されています。",30,18,1841年、オーストリア・ウィーン,10,7,1,15,9,3
77,wee-heavy,ウィーヘヴィー,10,6.5,4,1,5,スコットランドの伝統的なストロングエール。非常にリッチなモルトの甘みとカラメル風味が特徴。ホップの苦味は極めて控えめ。濃厚で滑らか。,"スコットランド発祥の高アルコール(6.5%+, 10%超も)・麦芽風味豊かな上面発酵エール。「ストロング・スコッチエール」とも。「ウィーヘヴィー」の名は、かつての比重によるビールの最高ランクの呼び名(例:90/-)に由来するとされる。
スコットランドの冷涼な気候やホップが少なかった歴史から、ホップは最小限で、麦芽の甘みと複雑な風味が最大限に引き出される。
長い煮沸による濃厚なカラメル、トフィー等の深い甘みと香ばしさ、豊かなボディが最大の特徴。時にピート燻製麦芽でスモーキーさも。
冬にゆっくり味わうデザートビール的存在。",35,17,19世紀、スコットランド,14,10,1,25,14,5
78,weissbier,ヴァイツェン,5.6,4.3,3,1,3,南ドイツ発祥の小麦ビール。バナナやクローブのようなフルーティーでスパイシーな風味を持ち、軽く爽やかな味わいが特徴です。濁った外観と豊かな泡立ちもこのスタイルの特徴です。,"南ドイツ・バイエルン地方発祥の伝統的な小麦（Weizen）を使った上面発酵エールです。その歴史は中世にまで遡ります。
1516年のビール純粋令では基本的に大麦のみが許可されましたが、小麦ビールの醸造はバイエルン王家（ヴィッテルスバッハ家など）の重要な特権として、例外的に認められ、何世紀にもわたり独占的に行われてきました。
下面発酵のラガーが主流となる時代でも、この地域の伝統的なエールとして造られ続けました。
19世紀後半には人気が衰え、王家の独占権もなくなりましたが、その醸造権を買い取ったゲオルク・シュナイダー（シュナイダー・ヴァイセ創業者）などの努力により、スタイルは現代に受け継がれ、20世紀後半に再び人気を博しました。
原料の半分以上に小麦麦芽を使い、特定の酵母がもたらすバナナやクローブ（丁子）に例えられる独特で華やかな香りが最大の特徴です。一般に無濾過の「ヘフェヴァイツェン」が最も飲まれています。",15,8,中世、南ドイツ・バイエルン地方,7,4,2,6,2,3
79,weizenbock,ヴァイツェンボック,9,6.5,4,2,4,ドイツのヴァイツェンとボックを融合させたスタイル。ヴァイツェン酵母由来のフルーティーさと、ボック由来の豊かなモルト感、高いアルコール度数が特徴。濃厚で複雑な味わい。,"ドイツの「ヴァイツェン」と「ボック」の特徴を併せ持つ高アルコール（6.5-9%）小麦エール。
ヴァイツェン同様に小麦麦芽を多く使い、上面発酵のヴァイツェン酵母で醸造されるため、バナナやクローブ、ダークフルーツ（濃色タイプの場合）等の酵母由来の豊かな香りがあります。
一方、ボックのように麦芽量が多いため高アルコールで、ボディはミディアム～フル。麦芽由来の甘みやコク（パン、トースト、カラメル等）もしっかり感じられます。
色の淡い「ヘラー」と濃い「デュンケラー」のタイプがあり、濃厚さと複雑な風味を楽しめる飲みごたえのあるスタイルです。",35,15,20世紀初頭、ドイツ・バイエルン地方,12,8,1,25,6,4
80,white-ipa,ホワイトIPA,7,5.5,5,4,3,ベルギーのヴィットビア（白ビール）とアメリカンIPAを融合させたハイブリッドスタイル。ヴィットビア由来の小麦感やスパイス香と、IPA由来の強いホップ香が共存する。,"米クラフトシーンで2010年前後に登場した新しいハイブリッドスタイル。
ベルギーの「ヴィットビア（白ビール）」とアメリカの「IPA」を融合させるアイデアから誕生。
ヴィットビアのように小麦麦芽（や生小麦）を多く使い、時にコリアンダー等のスパイスを加え、爽やかさ、柔らかな口当たり、スパイシーさを持たせます。
一方、IPAのようにアメリカンホップ（Citra等）を大量に使い、ドライホッピング等で華やかで力強いホップアロマ（柑橘、トロピカル等）としっかりした苦味を加えます。
結果、ヴィットビアの爽快感とIPAのホップ感が融合した、ユニークで複雑な味わいのビールとなります。",70,40,2010年前後、アメリカ,10,7,1,7,5,2
81,witbier,白ビール,5.5,4.5,3,2,2,ベルギー発祥の小麦ビールで、オレンジピールやコリアンダーなどのスパイスを使用。クリーミーでさわやかな飲み口と、ほのかなスパイシーさが特徴のスタイルです。,"ベルギー、特にブリュッセル東部のヒューガルデン村周辺を発祥とする、中世から続く非常に古い歴史を持つ上面発酵の小麦ビールです。
最大の特徴は、原料に麦芽化されていない生小麦（時にオーツ麦なども）を多く（伝統的には半分程度）用いること、そしてホップの使用が一般的になる前から、風味付けにコリアンダーシードや乾燥させたオレンジピール（特にキュラソー産）などのスパイス類を加えていた点です。
これにより、爽やかな酸味と複雑でスパイシーな香りが生まれます。
かつてはベルギー各地で盛んに造られましたが、ラガーの台頭などにより20世紀半ばには生産が途絶え、完全に消滅しました。
しかし、1966年に、故郷の味を惜しんだピエール・セリス氏が私財を投じて醸造を再開（後のヒューガルデン醸造所）。彼の情熱によって奇跡的に復活を遂げ、その独特の味わいが世界中で愛されるようになりました。",20,8,中世（14世紀頃かそれ以前）、ベルギー（ヒューガルデン村周辺）,7,4,2,4,2,2
82,irish-stout,アイリッシュスタウト,5,4,3,3,2,アイルランド発祥の黒ビール。ドライな飲み口とロースト麦芽のコーヒーのような風味が特徴。クリーミーな泡も有名。,"「スタウト」は元々ポーターの強い版でしたが、アイルランド、特にダブリンのギネス社（1759年創業）が独自のスタウトを発展させ、19世紀にはアイルランドを代表するスタイルとなりました。
特にアイルランドのドライスタウトは、麦芽化していない焙煎大麦（ローステッド・バーレイ）を多く使用するのが特徴で、これがコーヒーのような強い香ばしさとドライな後味、シャープな苦味を与えます。
パテントモルト発明（1817年）以降、効率的な色付けと風味付けが可能になりました。色は非常に濃いですが、ボディは意外に軽く飲みやすいものが多いです。
また、窒素ガスと炭酸ガスの混合ガスで供されることが多く、それによる持続性のあるクリーミーな泡と滑らかな口当たりは、このスタイルの象徴とも言えます。世界で最も有名なのはギネス・ドラフトです。",45,30,18世紀～19世紀、アイルランド（ダブリンなど）,12,8,1,40,25,1